Product Name,JLR,,,,,
ENS testing ENS_u32Dty,10233,,5000,15000,Passed,1.135
ENS testing ENS_u32Prd,19996,,10000,30000,Passed,1.135
HV_Channel ON,,,,,Passed,0.652
HV_Source ON,,,,,Passed,0.075
Apply HV Battery = 220V,,,,,Passed,0.08
Wait,,,,,Passed,1.027
Read FS_UbatHV_U16,958,,900,1000,Passed,0.079
Apply HV Battery = 280V,,,,,Passed,0.076
Wait,,,,,Passed,1.028
Read FS_UbatHV_U16,1215,,1000,1300,Passed,0.084
Apply HV Battery = 350V,,,,,Passed,0.08
Wait,,,,,Passed,1.025
Read FS_UbatHV_U16,1516,,1400,1600,Passed,0.078
Read Correction,0.233,,0,1,Passed,0.081
HV_Caculation ,,,,,Passed,0.048
Check_the_water,1,,1,1,Passed,1.11
U_LOAD,,,,,Passed,0.073
V_LOAD,,,,,Passed,0.068
W_LOAD,,,,,Passed,0.074
Apply HV Battery =270V,,,,,Passed,0.08
Apply HV Battery =25A,,,,,Passed,0.072
Read FSSMACS_AclState,50,,30,50,Passed,0.041
Read FTSMACS_AclState,3,,3,3,Passed,0.046
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.224
Wait,,,,,Passed,0.127
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.219
Wait,,,,,Passed,0.126
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.285
Wait,,,,,Passed,1.027
Set UDS_bRoutineActive=1,,,,,Passed,0.301
Wait,,,,,Passed,1.025
Read FSSMACS_Aclstate,50,,30,50,Passed,0.041
Set MAIN_u8GKNAppliModeBYPC=1,,,,,Passed,0.236
Wait,,,,,Passed,0.526
Set MAIN_u16ModeReq=0,,,,,Passed,0.053
Read FSSMACS_Aclstate,31,,30,31,Passed,0.04
Wait,,,,,Passed,0.531
Set FTSMACS_FtModeReqBypassOnOffC=1,,,,,Passed,0.228
Wait,,,,,Passed,0.527
Set FTSMACS_FtModeReqBypassValueC=6,,,,,Passed,0.227
Wait,,,,,Passed,0.536
Read FTSMACS_AclState,8,,8,8,Passed,0.041
Wait,,,,,Passed,0.534
Read FSSMACS_Aclstate,31,,30,31,Passed,0.054
Set_FTCIVDC_ExtPwmOnOff3C=1,,,,,Passed,0.238
Wait,,,,,Passed,0.526
Set_U_DutyCycle= 0.548,,,,,Passed,0.249
Wait,,,,,Passed,0.536
Read FT_Iuvw3_U16[0],1588,,1000,3000,Passed,0.102
Read U Current,-329.579,,-500,500,Passed,0.187
Set_U_DutyCycle= 0.545,,,,,Passed,0.219
Wait,,,,,Passed,0.527
Read FT_Iuvw3_U16[0],1709,,1000,3000,Passed,0.082
Read U Current,-242.182,,-500,500,Passed,0.194
Set_U_DutyCycle= 0.54,,,,,Passed,0.249
Wait,,,,,Passed,0.526
Read FT_Iuvw3_U16[0],1891,,1000,3000,Passed,0.074
Read U Current,-110.79,,-500,500,Passed,0.201
Set_U_DutyCycle= 0.5,,,,,Passed,0.225
Wait,,,,,Passed,0.526
Set FSTCGTC_BenchPhaCurTgtC=0,2053,,1000,3000,Passed,0.081
Read U Current,1.759,,-500,500,Passed,0.216
Set_U_DutyCycle= 0.46,,,,,Passed,0.232
Wait,,,,,Passed,0.529
Read FT_Iuvw3_U16[0],2249,,1000,3000,Passed,0.075
Read U Current,142.882,,-500,500,Passed,0.182
Set_U_DutyCycle= 0.455,,,,,Passed,0.256
Wait,,,,,Passed,0.527
Read FT_Iuvw3_U16[0],2458,,1000,3000,Passed,0.079
Read U Current,287.797,,-500,500,Passed,0.194
Set_U_DutyCycle= 0.452,,,,,Passed,0.227
Wait,,,,,Passed,0.526
Read FT_Iuvw3_U16[0],2606,,1000,3000,Passed,0.092
Read U Current,388.677,,-500,500,Passed,0.182
Set_V_DutyCycle= 0.548,,,,,Passed,0.24
Wait,,,,,Passed,0.527
Read FT_Iuvw3_U16[1],1564,,1000,3000,Passed,0.08
Read V Current,-348.9206,,-500,500,Passed,0.19
Set_V_DutyCycle= 0.545,,,,,Passed,0.238
Wait,,,,,Passed,0.525
Read FT_Iuvw3_U16[1],1693,,1000,3000,Passed,0.074
Read V Current,-255.796,,-500,500,Passed,0.19
Set_V_DutyCycle= 0.54,,,,,Passed,0.252
Wait,,,,,Passed,0.528
Read FT_Iuvw3_U16[1],1881,,1000,3000,Passed,0.094
Read V Current,-120.9341,,-500,500,Passed,0.184
Set_V_DutyCycle= 0.5,,,,,Passed,0.232
Wait,,,,,Passed,0.527
Read FT_Iuvw3_U16[1],2055,,1000,3000,Passed,0.076
Read V Current,2.217,,-500,500,Passed,0.197
Set_V_DutyCycle= 0.46,,,,,Passed,0.236
Wait,,,,,Passed,0.531
Read FT_Iuvw3_U16[1],2251,,1000,3000,Passed,0.097
Read V Current,139.142,,-500,500,Passed,0.187
Set_V_DutyCycle= 0.455,,,,,Passed,0.223
Wait,,,,,Passed,0.526
Read FT_Iuvw3_U16[1],2450,,1000,3000,Passed,0.08
Read V Current,280.00114,,-500,500,Passed,0.184
Set_V_DutyCycle= 0.452,,,,,Passed,0.234
Wait,,,,,Passed,0.528
Read FT_Iuvw3_U16[1],2580,,1000,3000,Passed,0.083
Read V Current,378.689,,-500,500,Passed,0.21
Set_W_DutyCycle= 0.548,,,,,Passed,0.226
Wait,,,,,Passed,0.527
Read FT_Iuvw3_U16[2],1586,,1000,3000,Passed,0.075
Read W Current,-341.027,,-500,500,Passed,0.204
Set_W_DutyCycle= 0.545,,,,,Passed,0.235
Wait,,,,,Passed,0.532
Read FT_Iuvw3_U16[2],1716,,1000,3000,Passed,0.081
Read W Current,-245.777,,-500,500,Passed,0.191
Set_W_DutyCycle= 0.54,,,,,Passed,0.224
Wait,,,,,Passed,0.526
Read FT_Iuvw3_U16[2],1900,,1000,3000,Passed,0.095
Read W Current,-109.731,,-500,500,Passed,0.189
Set_W_DutyCycle= 0.5,,,,,Passed,0.23
Wait,,,,,Passed,0.529
Read FT_Iuvw3_U16[2],2053,,1000,3000,Passed,0.096
Read W Current,1.836,,-500,500,Passed,0.191
Set_W_DutyCycle= 0.46,,,,,Passed,0.223
Wait,,,,,Passed,0.526
Read FT_Iuvw3_U16[2],2221,,1000,3000,Passed,0.08
Read W Current,123.0983,,-500,500,Passed,0.196
Set_W_DutyCycle= 0.455,,,,,Passed,0.235
Wait,,,,,Passed,0.528
Read FT_Iuvw3_U16[2],2412,,1000,3000,Passed,0.084
Read W Current,265.0467,,-500,500,Passed,0.186
Set_W_DutyCycle= 0.452,,,,,Passed,0.221
Wait,,,,,Passed,0.531
Read FT_Iuvw3_U16[2],2554,,1000,3000,Passed,0.086
Read W Current,363.385,,-500,500,Passed,0.207
DutyCycle OFF,,,,,Passed,0.226
FTCIVDC_ExtPwmOnOff3C,,,,,Passed,0.224
Set FTSMACS_FtModeReqBypassOnOffC=0,,,,,Passed,0.234
Set FTSMACS_FtModeReqBypassValueC=4,,,,,Passed,0.228
Wait,,,,,Passed,2.026
Read Correction U,0.706,,0.5,1,Passed,0.089
Current_Caculation,,,,,Passed,0.071
Read Correction V,0.712,,0.5,1,Passed,0.074
Current_Caculation,,,,,Passed,0.069
Read Correction W,0.729,,0.5,1,Passed,0.082
Current_Caculation,,,,,Passed,0.064
Wait,,,,,Passed,0.526
get_gain,,,,,Passed,0.03
Set FSMABLV_UbatLVCorGainC,,,,,Passed,0.241
Wait,,,,,Passed,0.528
get_gain,,,,,Passed,0.03
Set FSMABLV_UbatLVCorOffsetC,,,,,Passed,0.236
Wait,,,,,Passed,0.526
get_gain,,,,,Passed,0.037
Set FSEABHV_UbatHVCorGainC,,,,,Passed,0.224
Set FTEABHV_UbatHVCorGainC,,,,,Passed,0.231
Set SAMTBHV_GainCorrnC,,,,,Passed,0.225
get_gain,,,,,Passed,0.031
Set FSEABHV_UbatHVCorOffsetC,,,,,Passed,0.224
Set FTEABHV_UbatHVCorOffsetC,,,,,Passed,0.222
Set SAMTBHV_A2DOffsetVoltageC,,,,,Passed,0.223
get_gain,,,,,Passed,0.032
Set FTEAMPI_A2DGainIsuLC,,,,,Passed,0.241
Set SAMTLCS_A2DGainIsuLC,,,,,Passed,0.23
get_gain,,,,,Passed,0.03
Set FTEAMPI_A2DGainIsvLC,,,,,Passed,0.234
Set SAMTLCS_A2DGainIsvLC,,,,,Passed,0.23
get_gain,,,,,Passed,0.037
Set FTEAMPI_A2DGainIswLC,,,,,Passed,0.232
Set SAMTLCS_A2DGainIswLC,,,,,Passed,0.243
Wait,,,,,Passed,0.532
Read FSMABLV_UbatLVCorGainC,0.984,,0.9,1.1,Passed,0.032
Read FSMABLV_UbatLVCorOffsetC,44,,-100,100,Passed,0.032
Read HV_CorGainC,1.0146,,0.9,1.1,Passed,0.038
Read HV_CorOffsetC,-13.451,,-50,50,Passed,0.036
Read FTEAMPI_A2DGainIsuLC,1.0377,,0.9,1.1,Passed,0.031
Read FTEAMPI_A2DGainIsvLC,1.0295,,0.9,1.1,Passed,0.031
Read FTEAMPI_A2DGainIswLC,1.0593,,0.9,1.1,Passed,0.039
Read SAMTLCS_A2DGainIsuLC,1.0377,,0.9,1.1,Passed,0.033
Read SAMTLCS_A2DGainIsvLC,1.0295,,0.9,1.1,Passed,0.034
Read SAMTLCS_A2DGainIswLC,1.0593,,0.9,1.1,Passed,0.038
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.236
Wait,,,,,Passed,0.177
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.226
Wait,,,,,Passed,0.526
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.296
Wait,,,,,Passed,0.527
Set UDS_bRoutineActive=1,,,,,Passed,0.304
Set UDS_bRoutineActive=1,,,,,Passed,0.306
Wait,,,,,Passed,0.526
Read FSSMACS_AclState,31,,30,50,Passed,0.041
Set MAIN_u8GKNAppliModeBYPC=1,,,,,Passed,0.247
Set MAIN_u16ModeReq=0,,,,,Passed,0.039
Wait,,,,,Passed,0.527
Set MAIN_u16WriteTrimEnaC=5A07,,,,,Passed,0.234
Wait,,,,,Passed,0.525
Set MAIN_MSGu8PowerMode=0,,,,,Passed,0.309
Set MAIN_MSGu8PowerMode=0,,,,,Passed,0.303
Wait,,,,,Passed,0.178
MAIN_bShutDownReq=1,,,,,Passed,0.301
MAIN_bShutDownReq=1,,,,,Passed,0.317
Wait,,,,,Passed,0.527
HV_Source OFF,,,,,Passed,0.067
HV_Channel OFF,,,,,Passed,0.563
Switch OFF HV_21,,,,,Passed,0.202
Switch OFF HV_22,,,,,Passed,0.201
Switch OFF _41,,,,,Passed,0.201
Disconnect,,,,,Passed,3.772
12V_DC_Source,,,,,Passed,0.235
Wait,,,,,Passed,0.526
Switch OFF 12V_8,,,,,Passed,0.193
Switch OFF 12V_9,,,,,Passed,0.192
Wait,,,,,Passed,0.525
Switch On 12V_8,,,,,Passed,0.193
Switch On 12V_9,,,,,Passed,0.193
Voltage=12.5V,,,,,Passed,0.253
Current=5A,,,,,Passed,0.223
12V_DC_Source,,,,,Passed,0.24
Wait,,,,,Passed,0.525
Wake up,,,,,Passed,1.067
Wait,,,,,Passed,0.525
Connect DUT,,,,,Passed,6.871
Wait,,,,,Passed,0.525
Check MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.041
Wait,,,,,Passed,1.526
FSMABLV_UbatLVCorGainC,1,,1,1,Passed,0.067
FSMABLV_UbatLVCorOffsetC,1,,1,1,Passed,0.061
HV_CorGainC,1,,1,1,Passed,0.067
HV_CorOffsetC,1,,1,1,Passed,0.061
FTEAMPI_A2DGainIsuLC,1,,1,1,Passed,0.069
FTEAMPI_A2DGainIsvLC,1,,1,1,Passed,0.062
FTEAMPI_A2DGainIswLC,1,,1,1,Passed,0.065
SAMTLCS_A2DGainIsuLC,1,,1,1,Passed,0.08
SAMTLCS_A2DGainIsvLC,1,,1,1,Passed,0.068
SAMTLCS_A2DGainIswLC,1,,1,1,Passed,0.062
Set FSEABHV_HighUbatHVThdC=530,,,,,Passed,0.221
Set SAMTBHV_HighVoltageThrC=530,,,,,Passed,0.224
HV_Channel ON,,,,,Passed,0.649
HV_Source ON,,,,,Passed,0.075
Switch On HV_21,,,,,Passed,0.227
Switch On HV_22,,,,,Passed,0.208
Apply HV Battery = 360V,,,,,Passed,0.077
Apply HV Battery =25A,,,,,Passed,0.075
HV_Source ON,,,,,Passed,0.073
Wait,,,,,Passed,0.529
U_LOAD,,,,,Passed,0.07
V_LOAD,,,,,Passed,0.071
W_LOAD,,,,,Passed,0.07
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.228
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.223
Wait,,,,,Passed,0.53
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.287
Wait,,,,,Passed,0.526
Set UDS_bRoutineActive=1,,,,,Passed,0.312
Wait,,,,,Passed,0.528
Set FTEOMEP_DvSoftActivationC=1,,,,,Passed,0.219
Set FTEOMEP_CurPhaFrqHzDvC=100Hz,,,,,Passed,0.23
Wait,,,,,Passed,0.526
Set MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.239
Wait,,,,,Passed,0.532
Set FTSMACS_FtModeReqBypassOnOffC=1,,,,,Passed,0.246
Wait,,,,,Passed,0.534
Set FSSMACS_BenchIpmMgrOperValC=4,,,,,Passed,0.243
Set MAIN_u16ModeReq=1,,,,,Passed,0.287
Wait,,,,,Passed,0.526
Set FTASDPM_IqDeratingMaxC=1100,,,,,Passed,0.222
Set FTASDPM_IqDeratingMinC=-1100,,,,,Passed,0.227
Set FTASDPM_IdDeratingMaxC=1100,,,,,Passed,0.233
Set FTASDPM_IdDeratingMinC=-1100,,,,,Passed,0.227
Read FSSMACS_AclState,50,,30,50,Passed,0.052
Set FSTCGTC_BenchPhaCurTgtC=525,,,,,Passed,0.222
Set 30S Read FSSMACS_AclState,50,,30,50,Passed,26.193
Check FSMAPMT_PmTemp,61.692,,40,90,Passed,0.055
Read MAIN_VSIRxaFaultBOverUnderCurUl,ON,,OFF,,Passed,0.048
Read MAIN_VSIRxaFaultBOverUnderCurUr,ON,,OFF,,Passed,0.046
Read MAIN_VSIRxaFaultBOverUnderCurVl,ON,,OFF,,Passed,0.046
Read MAIN_VSIRxaFaultBOverUnderCurVr,ON,,OFF,,Passed,0.049
Read MAIN_VSIRxaFaultBOverUnderCurWl,ON,,OFF,,Passed,0.04
Read MAIN_VSIRxaFaultBOverUnderCurWr,ON,,OFF,,Passed,0.049
Set FSTCGTC_BenchPhaCurTgtC=0,,,,,Passed,0.23
Disconnect,,,,,Passed,2.071
HV_Source OFF,,,,,Passed,0.076
HV_Channel OFF,,,,,Passed,0.608
Switch OFF HV_21,,,,,Passed,0.194
Switch OFF HV_22,,,,,Passed,0.192
12V_DC_Source,,,,,Passed,0.23
Wait,,,,,Passed,0.525
Switch OFF 12V_8,,,,,Passed,0.192
Switch OFF 12V_9,,,,,Passed,0.192
Switch OFF Current measure,,,,,Passed,0.194
Disconnect,,,,,Passed,0.031
Switch On 12V_8,,,,,Passed,0.191
Switch On 12V_9,,,,,Passed,0.191
12V_DC_Source,,,,,Passed,0.233
Voltage=12.5V,,,,,Passed,0.229
Current=5A,,,,,Passed,0.225
12V_DC_Source,,,,,Passed,0.259
Wait,,,,,Passed,0.525
Wake up,,,,,Passed,1.068
Wait,,,,,Passed,0.526
Connect DUT,,,,,Passed,7.083
Wait,,,,,Passed,0.526
Read FT_ResolverSin_U16,,,,,Passed,2.577
Read FT_ResolverSin_U16 Max,3452,,3000,3899,Passed,0.023
Read FT_ResolverSin_U16 Min,596,,400,700,Passed,0.021
Read FT_ResolverCos_U16,,,,,Passed,2.572
Read FT_ResolverCos_U16 Max,3460,,3000,3899,Passed,0.023
Read FT_ResolverCos_U16 Min,602,,400,700,Passed,0.02
Action,,,,,Passed,0.216
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.218
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.226
Wait,,,,,Passed,0.531
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.287
Wait,,,,,Passed,0.525
Set UDS_bRoutineActive=1,,,,,Passed,0.544
Wait,,,,,Passed,0.529
Set UDS_bRoutineActive=1,,,,,Passed,0.539
Wait,,,,,Passed,0.526
UserVar_Dcs_bMotCurReqBypEna_Cal=1,,,,,Passed,2.744
Wait,,,,,Passed,0.53
UserVar_Dcs_MotCurReqByp_Cal=1,,,,,Passed,2.751
Switch ON Current measure,,,,,Passed,0.226
Wait,,,,,Passed,1.03
Read Dcs_bMot Measure Current,1.642,A,1,3,Passed,0.153
Wait,,,,,Passed,0.53
Switch ON Current measure,,,,,Passed,0.217
Wait,,,,,Passed,0.529
UserVar_Dcs_bMotCurReqBypEna_Cal=0,,,,,Passed,2.75
Wait,,,,,Passed,0.526
UserVar_Dcs_MotCurReqByp_Cal=0,,,,,Passed,2.742
Wait,,,,,Passed,0.526
UserVar_Pls_bMotCurReqBypEna_Cal=1,,,,,Passed,2.742
Wait,,,,,Passed,0.526
UserVar_Pls_MotCurReqByp_Cal=1,,,,,Passed,3.252
Wait,,,,,Passed,2.025
Read Pls_bMot Measure Current,2.494,A,1,3,Passed,0.151
Wait,,,,,Passed,0.529
UserVar_Pls_bMotCurReqBypEna_Cal=0,,,,,Passed,2.993
Wait,,,,,Passed,0.529
UserVar_Pls_MotCurReqByp_Cal=0,,,,,Passed,2.974
UserVar_ParkPawlPosnRatSnsr OFF,,,,,Passed,0.074
Wait,,,,,Passed,0.126
UserVar_DogCluPosnRatSnsr OFF,,,,,Passed,0.08
Wait,,,,,Passed,0.125
UserVar_ParkPawlPosnRatSnsr OFF,,,,,Passed,0.081
Wait,,,,,Passed,0.127
UserVar_DogCluPosnRatSnsr OFF,,,,,Passed,0.077
Wait,,,,,Passed,1.026
Read UserVar_DogCluPosnRatSnsr,79.648,,60,90,Passed,0.038
Read ADEL_ParkPawlPosnRatSnsr,83.441,,60,90,Passed,0.045
UserVar_ParkPawlPosnRatSnsr OFF,,,,,Passed,0.077
Wait,,,,,Passed,0.127
UserVar_DogCluPosnRatSnsr OFF,,,,,Passed,0.075
Wait,,,,,Passed,0.127
UserVar_ParkPawlPosnRatSnsr OFF,,,,,Passed,0.08
Wait,,,,,Passed,0.128
UserVar_DogCluPosnRatSnsr OFF,,,,,Passed,0.078
Wait,,,,,Passed,1.026
Read ADEL_DogCluPosnRatSnsr,8.0109,,0,20,Passed,0.038
Read ADEL_ParkPawlPosnRatSnsr,47.318,,40,50,Passed,0.039
UserVar_DogCluPosnRatSnsr OFF,,,,,Passed,0.066
Wait,,,,,Passed,0.127
UserVar_ParkPawlPosnRatSnsr OFF,,,,,Passed,0.072
Switch OFF Current measure,,,,,Passed,0.205
Voltage=6.5,,,,,Passed,0.241
Read FSSMACS_AclState,50,,30,50,Passed,0.041
Read FTSMACS_AclState,3,,3,3,Passed,0.042
Read SASMACS_AclState,2,,2,2,Passed,0.041
Blowing_water,,,,,Passed,4.547
Identity,,,,,Passed,0.045
Identity_OFF,,,,,Passed,0.048
Voltage=12.5V,,,,,Passed,0.261
Read BSW_u32VSICounterCkreq,TRUE,,TRUE,,Passed,1.571
Read BSW_u32VSICounterSafeCkreq,TRUE,,TRUE,,Passed,1.567
Resolver excitation,11.0338,,10,12,Passed,0.168
Set MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.244
Wait,,,,,Passed,0.527
Set FSEABHV_HighUbatHVThdC=530,,,,,Passed,0.237
Set SAMTBHV_HighVoltageThrC=530,,,,,Passed,0.224
HV_Channel ON,,,,,Passed,0.592
HV_Source ON,,,,,Passed,0.072
Switch On HV_21,,,,,Passed,0.206
Switch On HV_22,,,,,Passed,0.219
HV_Source ON,,,,,Passed,0.068
Apply HV Battery = 450V,,,,,Passed,0.075
Apply HV Battery =2A,,,,,Passed,0.069
Wait,,,,,Passed,1.026
Read MAIN_VSIRxaFaultBOverVoltVBat,ON,,ON,,Passed,0.041
Wait,,,,,Passed,0.226
HV_Source OFF,,,,,Passed,0.075
HV_Channel OFF,,,,,Passed,0.592
Passive discharge 450V to 60V,17.739,,0,60,Passed,17.776
Switch OFF HV_21,,,,,Passed,0.214
Switch OFF HV_22,,,,,Passed,0.205
Voltage=12.5V,,,,,Passed,0.241
U_LOAD,,,,,Passed,0.067
V_LOAD,,,,,Passed,0.067
W_LOAD,,,,,Passed,0.075
Voltage=270V,,,,,Passed,0.107
Apply HV Battery = 270V,,,,,Passed,0.07
Wait,,,,,Passed,0.529
HV_Channel ON,,,,,Passed,0.631
HV_Source ON,,,,,Passed,0.076
Switch On HV_21,,,,,Passed,0.215
Switch On HV_22,,,,,Passed,0.21
Set FTSMACS_FtModeReqBypassOnOffC=1,,,,,Passed,0.223
Wait,,,,,Passed,1.031
Switch Measure Current,0.786,A,0.7,0.9,Passed,0.153
Set FTSMACS_FtModeReqBypassOnOffC=0,,,,,Passed,0.223
HV_Source OFF,,,,,Passed,0.07
HV_Channel OFF,,,,,Passed,0.592
Switch OFF HV_21,,,,,Passed,0.206
Switch OFF HV_22,,,,,Passed,0.217
HV_Channel ON,,,,,Passed,0.592
HV_Source ON,,,,,Passed,0.083
Switch On HV_21,,,,,Passed,0.209
Switch On HV_22,,,,,Passed,0.205
Apply HV Battery = 450V,,,,,Passed,0.086
Apply HV Battery =2A,,,,,Passed,0.071
Set MAIN_u8GKNAppliBattBYPC=0,,,,,Passed,0.224
Wait,,,,,Passed,0.228
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.219
Wait,,,,,Passed,0.232
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.238
Wait,,,,,Passed,0.226
Wite MAIN_MSGbHVBattContactorStatus=1,,,,,Passed,2.995
Wait,,,,,Passed,0.227
Set MAIN_MSGu8EMOperatingModeReqExt=0,,,,,Passed,0.305
Wait,,,,,Passed,0.227
Read FSSMACS_Aclstate,30,,30,50,Passed,0.047
Set MAIN_MSGu8EMOperatingModeReqExt=7,,,,,Passed,0.28
Wait,,,,,Passed,0.226
Wite MAIN_MSGbHVBattContactorStatus=0,,,,,Passed,3.242
Wait,,,,,Passed,0.226
HV_Source OFF,,,,,Passed,0.069
HV_Channel OFF,,,,,Passed,0.622
Active discharge 450V to 60V,1.123,S,0,3,Passed,1.162
Wait,,,,,Passed,0.526
HV_Channel ON,,,,,Passed,0.599
HV_Source ON,,,,,Passed,0.072
Wait,,,,,Passed,0.128
Apply HV Battery = 500V,,,,,Passed,0.071
Apply HV Battery =1A,,,,,Passed,0.07
Wait,,,,,Passed,1.028
Read MAIN_VSIRxaFaultBOverVoltVBat,OFF,,OFF,,Passed,0.041
Switch OFF HV_21,,,,,Passed,0.209
Switch OFF HV_22,,,,,Passed,0.223
HV_Source OFF,,,,,Passed,0.07
